nombre,precioUnitario,unidad,precioFinal,URL,ingredientes,descripcion,categoria,marca,supermercado
Vino tinto CVC D.O. Rioja Campo viejo botella 75 cl,4.27,LITRO,5.69,,"Harina de maíz, agua, sal, antioxidantes",Vino,Bebidas,DIA,Dia
"Ginebra 0,7 l","6,95",LITRO,"13,15 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A79290_00.jpg?t=20241106030354,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Dorada grande (800 g - 1 kg aprox),"14,95",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731155984,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Chips de lentejas 80 g,"8,45",KILO,"2,45 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A10348_00.jpg?t=20241106030347,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Vela Mini Lumar 18U Citronella,"0,11€",UNIDAD,"1,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw2e21b9f0/Assets/050613_C1C1/large/d/c/7/9/dc792861a8805930ab33853c30d90fc3d0cf41a9_050613_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Hogar,,AHORRAMAS
Ragout de pavo All Natural ElPozo 500g aproximadamente,"8,30€",Kg,"4,15€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw435af384/Assets/012142_C1C1/large/4/1/4/6/41465d25e22c59891477f10fe731a6ac36fe6c10_012142_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,AHORRAMAS
"Leche Asturiana 1,5l semidesnatada","1,22€",LITRO,"1,83€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw914ba4de/Assets/072025_C1C1/large/4/f/4/a/4f4a34621bcfccbfc117f684ab3f1d829b623cd5_072025_C1C1.jpg?sw=400&sh=900&sm=fit,"Leche desnatada, calcio, vitaminas D y B12",,Lacteos,,AHORRAMAS
Yogur natural azucarado Danone pack 4 x 120 g,0.95,KILO,1.98,,"Leche de almendras, azúcar, estabilizantes, sal",Yogur natural azucarado.,Lacteos,DIA,Dia
Kiwi nacional,"3,49€",Kg,"3,49€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw47ed7fad/Assets/015055_C1C1/large/1/9/f/3/19f3795402c18cf32e177de9ea1f38244cd00464_015055_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,AHORRAMAS
Limpiador desinfectante baños Sanytol spray 750 ml,3.25,LITRO,4.33,,"Frutas deshidratadas, jarabe de agave, nueces",,Hogar,DIA,Dia
"Vino tinto DO Valdepeñas crianza 0,75 l","6,95",LITRO,"2,95 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A03836_00.jpg?t=20241106030423,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,,BM
"Vino tinto DO Valdepeñas reserv 0,75 l","6,95",LITRO,"3,55 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A18184_00.jpg?t=20241106030538,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,,BM
Minimedia Activ 15D Golden Lady Talla U 2 unidades Daino,"1,73€",UNIDAD,"3,45€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw09698c2e/Assets/049839_C1C1/large/b/7/a/2/b7a27e912e377846eb2ef9fb20e03066c217c724_049839_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Hogar,,AHORRAMAS
Vino tinto DO Castilla Berberana Carta de Plata tempranillo,"5,99€",LITRO,"4,49€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwe726fe42/Assets/079072_C1C1/large/8/b/1/3/8b133cd0ad6051ead96fb7adaca5a57968e97b2c_079072_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Bebidas,,AHORRAMAS
Cerveza sabor limón shandy sin alcohol Ramblers de Dia pack 12 x 33 cl,3.96,LITRO,1.0,,"Agua, malta de cebada, lúpulo, levadura",Clara. Con azúcar y edulcorantes,Bebidas,DIA,Dia
Caldo de pescado natural 1 l,"22,43",LITRO,"4,50 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A12484_00.jpg?t=20241106030247,"Carne de cerdo, sal, pimienta, ajo en polvo",,Frescos,,BM
Helado cono nata y caramelo 6 unidades,"12,24",UNIDAD,"2,20 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731159398,"Harina de maíz, agua, sal, antioxidantes",,Congelados,,BM
Néctar de frutas del bosque Alipende pack 6,"1,25€",LITRO,"1,50€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw92061a55/Assets/084936_C1C1/large/a/0/a/2/a0a23cfd27e8b3ad61129f7808ebf76dd7da15d3_084936_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,,AHORRAMAS
"Jamón de cebo ibérico 50% raza ib. pieza 7-8,5 kg","18,35",UNIDAD,"185,00 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A40052_00.jpg?t=20241106030140,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,BM
Galletas de chocolate blanco Dinosaurus 264g,"13,45€",KILO,"3,55€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwa131429d/Assets/070598_C1C1/large/b/1/0/8/b108739373b19befb95f7bebf871f81dc686b8e6_070598_C1C1.jpg?sw=400&sh=900&sm=fit,"Leche en polvo, cacao, azúcar, almendras",,Alimentacion,,AHORRAMAS
Tortitas de arroz integral Naturmundo de Dia bolsa 130 g,1.25,KILO,9.62,,"Frutas deshidratadas, jarabe de agave, nueces",Tortitas de arroz integral,Alimentacion,DIA,Dia
Ventresca de bonito del norte (750 g aprox),"25,82",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731156197,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Lazos vegetales 500 g,"8,45",KILO,"0,95 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A88008_00.jpg?t=20241106030121,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Gel de ducha Bodyplus 200ml exfoliante con aloe vera,"1,23€",100 ML.,"2,45€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw4693fa3a/Assets/048650_C1C1/large/6/b/a/0/6ba0990e7ebf4786237486a2cb9497bd54025a43_048650_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Puré de frutas y galleta Hero bolsa 100 g,1.19,KILO,11.9,,"Frutas deshidratadas, jarabe de agave, nueces",Alimento Infantil De Purés Y Zumos De Frutas Y Galleta,Bebe,DIA,Dia
Pennoni Rigate 500 gr,"7,99",KILO,"2,46 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A61248_00.jpg?t=20241016030816,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Vermout Rojo 1757 1 l,"6,95",LITRO,"15,30 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A79353_00.jpg?t=20241106031117,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Pizza 4 quesos Casa Tarradellas bandeja 390 g,3.19,KILO,8.18,,"Aceite de oliva, ajo, perejil, sal marina",Pizza Fresca 4 Quesos,Alimentacion,DIA,Dia
Cepillo dental Oral-B pro expert Flexible medio,"3,30€",UNIDAD,"3,30€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw61f5416a/Assets/030485_C1C1/large/4/f/1/7/4f179cc50ee9e55a228e1d1338b67f8d1d8b8fa1_030485_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,AHORRAMAS
"Vino tinto D.O Bierzo 0,75 l","6,95",LITRO,"7,15 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A62073_00.jpg?t=20241106031117,"Aceite de oliva, ajo, perejil, sal marina",,Bebidas,,BM
Zumo de manzana sin azúcares añadidos Zumosfera de Dia brik 1 l,0.89,LITRO,0.89,,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,DIA,Dia
Café cortado descafeinado 16 cápsulas,"37,50",UNIDAD,"4,89 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A75932_00.jpg?t=20241106030352,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Harina de trigo Gallo paquete 1 Kg,1.45,KILO,1.45,,"Harina integral, aceite de oliva, semillas, sal",Harina de trigo,Alimentacion,DIA,Dia
Ensalada pasta y rúcula con pollo y queso Florette 325g,"12,03€",KILO,"3,79€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwff0a33dd/Assets/014226_C1C1/large/0/c/7/9/0c79c5168d3adcbdf12d536a232acf4c4742bb29_014226_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,AHORRAMAS
Cereales Corn Flakes (sin gluten) 375 g,"23,25",KILO,"3,59 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A15392_00.jpg?t=20241106030117,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Refresco cola Coca-Cola 33cl pack 12 zero zero sin cafeína,"2,64€",LITRO,"10,44€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw2be58f95/Assets/026465_C1C1/large/6/7/8/e/678e9a6d36b0a5a424950e8ca4a672519f6abd74_026465_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Bebidas,,AHORRAMAS
Vainilla azucarada,"37,50",,"6,45 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A04495_00.jpg?t=20241003030059,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Limpiador para máquina lavavajillas Finish botella 250 ml,3.69,LITRO,14.76,,"Frutas deshidratadas, jarabe de agave, nueces",,Hogar,DIA,Dia
Snack Hero Solo Minipuffs fresa,"66,11€",KILO,"1,19€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw9fd7569f/Assets/060033_C1C1/large/6/e/e/0/6ee0e8a92f8a96aac47130cfbc1206c4150684f5_060033_C1C1.jpg?sw=400&sh=900&sm=fit,"Avena, miel, pasas, chocolate negro",,Bebe,,AHORRAMAS
Paleta 8 estaciones D.O. Teruel,"31,49",KILO,,https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-weight.png?ts=1731156205,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Queso crema 125 g,"28,46",KILO,"2,03 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A77917_00.jpg?t=20241106030039,"Harina de maíz, agua, sal, antioxidantes",,Lacteos,,BM
Smoothie antioxidante Innocent 30cl,"8,50€",LITRO,"2,55€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwf8d5ec4f/Assets/056897_C1C1/large/7/6/2/2/7622034c025167e074d3070b9c4a762a63055f7b_056897_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Bebidas,,AHORRAMAS
Crema de calabaza 400 ml,"8,45",LITRO,"2,99 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A63127_00.jpg?t=20241108030009,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,BM
Ensaladilla Findus patata y guisantes superfinos 800g,"4,99€",KILO,"3,99€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw96a9642d/Assets/047177_C1C1/large/1/a/7/6/1a761de3bc76a323894dca5c5b77b07bce47dc3b_047177_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Congelados,,AHORRAMAS
Nata líquida para cocinar 200 ml,"37,50",LITRO,"1,45 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A06902_00.jpg?t=20241106030034,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Zumo de naranja 1 l,"6,95",LITRO,"3,49 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A09049_00.jpg?t=20241106030102,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Arroz integral 2x125 g,"8,45",KILO,"1,25 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A11590_00.jpg?t=20241106030340,"Harina de maíz, agua, sal, antioxidantes",,Alimentacion,,BM
Galleta rellena biscoff Lotus 150g vainilla,"11,93€",KILO,"1,79€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw510a31be/Assets/060719_C1C1/large/9/e/c/5/9ec52739aba32d9f6a4331d5fa8de125e5e9e0a7_060719_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,AHORRAMAS
Pera blanquilla bandeja 1kg,"2,23€",KILO,"2,23€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw5454956f/Assets/070946_C1C1/large/9/9/9/2/99925d9b08c1937548086e172d9d1d1e604218f7_070946_C1C1.png?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Frescos,,AHORRAMAS
Ampollas de ácido hialurónico Bodyplus,"25,00€",100 ML.,"3,50€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw9bfd6b32/Assets/053306_C1C1/large/e/f/1/f/ef1f7f474ebf48a080f1f45ae50bdeb25b733ead_053306_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Cuidado personal,,AHORRAMAS
Cromos Panini 10 Sobres Paw Patrol Rescue Knights,"0,80€",UNIDAD,"8,00€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw1c9b4a1e/Assets/051765_C1C1/large/c/f/0/0/cf006d15a7c98a756d76594f0c44dd985d6e618a_051765_C1C1.JPG?sw=400&sh=900&sm=fit,"Harina integral, aceite de oliva, semillas, sal",,Hogar,,AHORRAMAS
Yogur griego stracciatella Danone vaso 4 x 110 g,1.41,KILO,3.2,,"Leche de almendras, azúcar, estabilizantes, sal",Yogur con pepitas de chocolate.,Lacteos,DIA,Dia
Bebida de avena Yosoy brik 1 l,1.59,LITRO,1.59,,"Agua, jugo de manzana, ácido cítrico, gas carbónico",Bebida vegetal,Lacteos,DIA,Dia
Queso cheddar Selección Mundial de Dia sobre 160 g,1.78,KILO,11.13,,"Harina de maíz, agua, sal, antioxidantes",Queso Cheddar Rojo Madurado.,Frescos,DIA,Dia
Sofrito de tomate verde 350 g,"37,50",KILO,"2,25 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A71002_00.jpg?t=20241106030107,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,BM
Crema dental Bodyplus 100ml herbal,"1,10€",100 ML.,"1,10€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw0866508e/Assets/060536_C1C1/large/d/a/4/2/da423dcdf27d2d8135790c45a48ecb7b9fbc04fc_060536_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
Sazonador de pollo 18 g,"37,50",100 GR,"2,85 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A04487_00.jpg?t=20241003030155,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,BM
Piña premadurada,"2,03€",Kg,"2,03€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw9ff81988/Assets/05042_C1C1/large/9/6/b/1/96b1239281c5f6547c4d2ec23d17c776ff283088_05042_C1C1.jpg?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,AHORRAMAS
Agua mineral natural Font Vella pack 6 x 1.5 l,4.38,LITRO,0.49,,"Aceite de oliva, ajo, perejil, sal marina",Agua Mineral Natural de mineralización débil. Indicada para la preparación de alimentos infantiles y dietas pobres en sodio.,Bebidas,DIA,Dia
"Friegasuelos Lanta 1,5l Colonia","0,63€",LITRO,"0,95€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwf34e760b/Assets/075917_C1C1/large/a/3/4/a/a34ad9621ab6f4af1b168bf7fac665e553e05a2b_075917_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Limpieza,,AHORRAMAS
Snack de patata Pringles 165g original,"10,85€",KILO,"1,79€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw3aaa70b9/Assets/047052_C1C1/large/5/1/8/7/5187601ec820e066c02fa20c464d956bcc1eb830_047052_C1C1.jpg?sw=400&sh=900&sm=fit,"Almendras, dátiles, aceite de coco, semillas de chía",,Alimentacion,,AHORRAMAS
Aceituna manzanilla sin hueso 180 g,"16,35",100 GR,"0,79 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A17296_00.jpg?t=20241106031121,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Enjuague bucal Bodyplus 500ml triple acción,"0,30€",100 ML.,"1,50€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwf7f986a3/Assets/047742_C1C1/large/c/3/b/c/c3bcbba594dc8645804159d8da22d506da368c83_047742_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Cuidado personal,,AHORRAMAS
"Cerveza 0,0° pack botellín 6x25 cl","6,95",LITRO,"2,59 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A08448_00.jpg?t=20241002030728,"Agua carbonatada, extracto de frutas, azúcar, colorantes",,Bebidas,,BM
Infusión Pompadour 20u hinojo,"0,12€",UNIDAD,"2,35€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw6cc61fac/Assets/060140_C1C1/large/3/f/d/c/3fdcf54a8c99ab3c5d405a6a7c7207839ca89112_060140_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Alimentacion,,AHORRAMAS
"Vino tinto 0,75 l","6,95",LITRO,"2,82 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A17095_00.jpg?t=20241017030427,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,,BM
Tinte de cabello L'Oréal Excellence Creme nº 01 rubio aclarante,"9,70€",UNIDAD,"9,70€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw0f47c39d/Assets/050566_C1C1/large/0/5/6/8/05685ac5633306f038d327dc4aec50845df422b0_050566_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,AHORRAMAS
Pan de molde de cereales 400 g,"9,19",KILO,"2,85 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A34613_00.jpg?t=20241109030206,"Harina integral, aceite de oliva, semillas, sal",,Alimentacion,,BM
Pacharán Zoco botella 70 cl,9.1,LITRO,13.0,,"Frutas deshidratadas, jarabe de agave, nueces",Pacharán,Bebidas,DIA,Dia
Vino blanco DO Ribeiro Pazo,"6,27€",LITRO,"4,70€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwc614318f/Assets/040685_C1C1/large/2/6/1/c/261c4636a18b7ca4876894fef2e3abc85ba25375_040685_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Bebidas,,AHORRAMAS
Pizza campestre Al Punto Dia caja 400 g,2.49,KILO,6.23,,"Frutas deshidratadas, jarabe de agave, nueces",Pizza con champiñones y jamón cocido. Plato preparado ultracongelado.,Congelados,DIA,Dia
Cera fijadora para pelo efecto brillo Imaqe de Dia bote 100 ml,3.1,,,,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,DIA,Dia
Almendras molidas Dr. Oetker bolsa 130 g,4.15,KILO,31.92,,"Aceite de oliva, ajo, perejil, sal marina",Almendra molida,Alimentacion,DIA,Dia
Queso blanco Alipende pack 2 de 250g,"3,72€",KILO,"1,86€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw2cb591e6/Assets/077168_C1C1/large/6/a/f/2/6af2d442231cc6ef9113bd38dde68e6ad289a2ad_077168_C1C1.JPG?sw=400&sh=900&sm=fit,"Aceite de oliva, ajo, perejil, sal marina",,Frescos,,AHORRAMAS
Palitos de surimi congelados 450 g,"7,99",KILO,"3,75 €",https://cdn-bm.aktiosdigitalservices.com/assets/product/es/icon-frozen.png?ts=1731159299,"Harina de maíz, agua, sal, antioxidantes",,Cuidado personal,,BM
"Agua mineral natural botella 1,5 l","6,95",LITRO,"0,89 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A44341_00.jpg?t=20241106030350,"Aceite de oliva, ajo, perejil, sal marina",,Bebidas,,BM
"Lavavajillas Lanta 1,3l","0,85€",LITRO,"1,10€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dwd8f7fd16/Assets/043268_C1C1/large/e/5/9/d/e59d8b766f807e8f09bbcf549793a9cc4e52a316_043268_C1C1.jpg?sw=400&sh=900&sm=fit,"Frutas deshidratadas, jarabe de agave, nueces",,Limpieza,,AHORRAMAS
Huevos ecológicos Alipende 6u clase l-xl,"6,00€",DOCENA,"3,00€",https://www.ahorramas.com/dw/image/v2/BFNH_PRD/on/demandware.static/-/Sites-ahorramas-master/default/dw5294990b/Assets/025267_C1C1/large/d/f/5/6/df56bab0077993cc86fceab64e8fde055b6e4bbd_025267_C1C1.jpg?sw=400&sh=900&sm=fit,"Harina de maíz, agua, sal, antioxidantes",,Frescos,,AHORRAMAS
Vodka Finlandia botella 70 cl,14.99,LITRO,21.41,,"Frutas deshidratadas, jarabe de agave, nueces",Vodka,Bebidas,DIA,Dia
Zumo lima 280 ml,"6,95",LITRO,"1,39 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A63665_00.jpg?t=20241106030123,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
Judión cocido extra Vegecampo de Dia frasco 400 g,1.65,KILO,4.13,,"Frutas deshidratadas, jarabe de agave, nueces",Alubia cocida. Categoría extra,Alimentacion,DIA,Dia
Regaliz rueda rojo Marcelo Caramelo de Dia bolsa 250 g,1.39,KILO,5.56,,"Frutas deshidratadas, jarabe de agave, nueces",Geles dulces,Alimentacion,DIA,Dia
Pila alcalina power aa Varta blister 4 unidades,4.99,UNIDAD,1.25,,"Harina de maíz, agua, sal, antioxidantes",,Hogar,DIA,Dia
Choco brownie 150 g,"15,30",KILO,"3,05 €",https://cdn-bm.aktiosdigitalservices.com/tol/bm/media/product/img/300x300/A77090_00.jpg?t=20241023030204,"Aceite de oliva, ajo, perejil, sal marina",,Alimentacion,,BM
